stand,kanton,jahr,stufe,schultyp,geschlecht,staatsangehoerigkeit,traegerschaft,finanzierung,anzahl
2023-09-01,zh,2012,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,75
2023-09-01,zh,2012,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,9
2023-09-01,zh,2012,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,10682
2023-09-01,zh,2012,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,2152
2023-09-01,zh,2012,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,öffentlich,4806
2023-09-01,zh,2012,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,öffentlich,841
2023-09-01,zh,2012,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,privat,2793
2023-09-01,zh,2012,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,privat,239
2023-09-01,zh,2012,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,öffentlich,öffentlich,16626
2023-09-01,zh,2012,Sekundarstufe II,Berufsfachschule,männlich,Ausland,öffentlich,öffentlich,3491
2023-09-01,zh,2012,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,öffentlich,2914
2023-09-01,zh,2012,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,öffentlich,601
2023-09-01,zh,2012,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,privat,1767
2023-09-01,zh,2012,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,privat,182
2023-09-01,zh,2012,Tertiärstufe,Universitäre Hochschule,weiblich,Schweiz,öffentlich,öffentlich,12313
2023-09-01,zh,2012,Tertiärstufe,Universitäre Hochschule,weiblich,Ausland,öffentlich,öffentlich,2661
2023-09-01,zh,2012,Tertiärstufe,Universitäre Hochschule,männlich,Schweiz,öffentlich,öffentlich,9318
2023-09-01,zh,2012,Tertiärstufe,Universitäre Hochschule,männlich,Ausland,öffentlich,öffentlich,2088
2023-09-01,zh,2012,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,öffentlich,öffentlich,974
2023-09-01,zh,2012,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,öffentlich,öffentlich,111
2023-09-01,zh,2012,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,öffentlich,2976
2023-09-01,zh,2012,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,öffentlich,280
2023-09-01,zh,2012,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,privat,3195
2023-09-01,zh,2012,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,privat,954
2023-09-01,zh,2012,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,öffentlich,öffentlich,1693
2023-09-01,zh,2012,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,öffentlich,öffentlich,220
2023-09-01,zh,2012,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,öffentlich,2534
2023-09-01,zh,2012,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,öffentlich,358
2023-09-01,zh,2012,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,privat,3457
2023-09-01,zh,2012,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,privat,963
2023-09-01,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,öffentlich,8647
2023-09-01,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,öffentlich,1224
2023-09-01,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,privat,privat,666
2023-09-01,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,privat,privat,110
2023-09-01,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,öffentlich,7279
2023-09-01,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,öffentlich,938
2023-09-01,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,privat,privat,886
2023-09-01,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,privat,privat,150
2023-09-01,zh,2011,Primarstufe 1-2,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,9258
2023-09-01,zh,2011,Primarstufe 1-2,Volksschule,weiblich,Ausland,öffentlich,öffentlich,3107
2023-09-01,zh,2011,Primarstufe 1-2,Volksschule,weiblich,Schweiz,privat,privat,427
2023-09-01,zh,2011,Primarstufe 1-2,Volksschule,weiblich,Ausland,privat,privat,327
2023-09-01,zh,2011,Primarstufe 1-2,Volksschule,männlich,Schweiz,öffentlich,öffentlich,9720
2023-09-01,zh,2011,Primarstufe 1-2,Volksschule,männlich,Ausland,öffentlich,öffentlich,3316
2023-09-01,zh,2011,Primarstufe 1-2,Volksschule,männlich,Schweiz,privat,privat,462
2023-09-01,zh,2011,Primarstufe 1-2,Volksschule,männlich,Ausland,privat,privat,289
2023-09-01,zh,2011,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,25
2023-09-01,zh,2011,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,17
2023-09-01,zh,2011,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,25
2023-09-01,zh,2011,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,15
2023-09-01,zh,2011,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,40
2023-09-01,zh,2011,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,21
2023-09-01,zh,2011,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,46
2023-09-01,zh,2011,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,43
2023-09-01,zh,2011,Primarstufe 3-8,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,27872
2023-09-01,zh,2011,Primarstufe 3-8,Volksschule,weiblich,Ausland,öffentlich,öffentlich,8956
2023-09-01,zh,2011,Primarstufe 3-8,Volksschule,weiblich,Schweiz,privat,privat,1056
2023-09-01,zh,2011,Primarstufe 3-8,Volksschule,weiblich,Ausland,privat,privat,955
2023-09-01,zh,2011,Primarstufe 3-8,Volksschule,männlich,Schweiz,öffentlich,öffentlich,28864
2023-09-01,zh,2011,Primarstufe 3-8,Volksschule,männlich,Ausland,öffentlich,öffentlich,9370
2023-09-01,zh,2011,Primarstufe 3-8,Volksschule,männlich,Schweiz,privat,privat,1382
2023-09-01,zh,2011,Primarstufe 3-8,Volksschule,männlich,Ausland,privat,privat,1017
2023-09-01,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,109
2023-09-01,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,67
2023-09-01,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,191
2023-09-01,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,77
2023-09-01,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,1
2023-09-01,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,260
2023-09-01,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,158
2023-09-01,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,415
2023-09-01,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,225
2023-09-01,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,privat,12
2023-09-01,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,privat,1
2023-09-01,zh,2011,Sekundarstufe I,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,11178
2023-09-01,zh,2011,Sekundarstufe I,Volksschule,weiblich,Ausland,öffentlich,öffentlich,3248
2023-09-01,zh,2011,Sekundarstufe I,Volksschule,weiblich,Schweiz,privat,privat,1092
2023-09-01,zh,2011,Sekundarstufe I,Volksschule,weiblich,Ausland,privat,privat,456
2023-09-01,zh,2011,Sekundarstufe I,Volksschule,männlich,Schweiz,öffentlich,öffentlich,11865
2023-09-01,zh,2011,Sekundarstufe I,Volksschule,männlich,Ausland,öffentlich,öffentlich,3415
2023-09-01,zh,2011,Sekundarstufe I,Volksschule,männlich,Schweiz,privat,privat,1379
2023-09-01,zh,2011,Sekundarstufe I,Volksschule,männlich,Ausland,privat,privat,564
2023-09-01,zh,2011,Sekundarstufe I,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,3341
2023-09-01,zh,2011,Sekundarstufe I,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,426
2023-09-01,zh,2011,Sekundarstufe I,Mittelschule,weiblich,Schweiz,privat,privat,171
2023-09-01,zh,2011,Sekundarstufe I,Mittelschule,weiblich,Ausland,privat,privat,25
2023-09-01,zh,2011,Sekundarstufe I,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2716
2023-09-01,zh,2011,Sekundarstufe I,Mittelschule,männlich,Ausland,öffentlich,öffentlich,366
2023-09-01,zh,2011,Sekundarstufe I,Mittelschule,männlich,Schweiz,privat,privat,161
2023-09-01,zh,2011,Sekundarstufe I,Mittelschule,männlich,Ausland,privat,privat,32
2023-09-01,zh,2011,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,63
2023-09-01,zh,2011,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,42
2023-09-01,zh,2011,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,159
2023-09-01,zh,2011,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,52
2023-09-01,zh,2011,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,8
2023-09-01,zh,2011,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,privat,3
2023-09-01,zh,2011,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,132
2023-09-01,zh,2011,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,56
2023-09-01,zh,2011,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,319
2023-09-01,zh,2011,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,121
2023-09-01,zh,2011,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,privat,16
2023-09-01,zh,2011,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,privat,5
2023-09-01,zh,2011,Sekundarstufe II,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,4480
2023-09-01,zh,2011,Sekundarstufe II,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,464
2023-09-01,zh,2011,Sekundarstufe II,Mittelschule,weiblich,Schweiz,privat,privat,670
2023-09-01,zh,2011,Sekundarstufe II,Mittelschule,weiblich,Ausland,privat,privat,406
2023-09-01,zh,2011,Sekundarstufe II,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,3363
2023-09-01,zh,2011,Sekundarstufe II,Mittelschule,männlich,Ausland,öffentlich,öffentlich,367
2023-09-01,zh,2011,Sekundarstufe II,Mittelschule,männlich,Schweiz,privat,privat,523
2023-09-01,zh,2011,Sekundarstufe II,Mittelschule,männlich,Ausland,privat,privat,379
2023-09-01,zh,2011,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,23
2023-09-01,zh,2011,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,11
2023-09-01,zh,2011,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,20
2023-09-01,zh,2011,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,11
2023-09-01,zh,2011,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,42
2023-09-01,zh,2011,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,24
2023-09-01,zh,2011,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,47
2023-09-01,zh,2011,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,17
2023-09-01,zh,2011,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,öffentlich,öffentlich,678
2023-09-01,zh,2011,Sekundarstufe II,Brückenangebot,weiblich,Ausland,öffentlich,öffentlich,343
2023-09-01,zh,2011,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,öffentlich,13
2023-09-01,zh,2011,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,öffentlich,1
2023-09-01,zh,2011,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,privat,200
2023-09-01,zh,2011,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,privat,46
2023-09-01,zh,2011,Sekundarstufe II,Brückenangebot,männlich,Schweiz,öffentlich,öffentlich,572
2023-09-01,zh,2011,Sekundarstufe II,Brückenangebot,männlich,Ausland,öffentlich,öffentlich,355
2023-09-01,zh,2011,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,95
2023-09-01,zh,2011,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,16
2023-09-01,zh,2011,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,10645
2023-09-01,zh,2011,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,2056
2023-09-01,zh,2011,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,öffentlich,4942
2023-09-01,zh,2011,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,öffentlich,803
2023-09-01,zh,2011,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,privat,2606
2023-09-01,zh,2011,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,privat,328
2023-09-01,zh,2011,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,öffentlich,öffentlich,16644
2023-09-01,zh,2011,Sekundarstufe II,Berufsfachschule,männlich,Ausland,öffentlich,öffentlich,3371
2023-09-01,zh,2011,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,öffentlich,2870
2023-09-01,zh,2011,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,öffentlich,584
2023-09-01,zh,2011,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,privat,1690
2023-09-01,zh,2011,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,privat,259
2023-09-01,zh,2011,Tertiärstufe,Universitäre Hochschule,weiblich,Schweiz,öffentlich,öffentlich,12268
2023-09-01,zh,2011,Tertiärstufe,Universitäre Hochschule,weiblich,Ausland,öffentlich,öffentlich,2601
2023-09-01,zh,2011,Tertiärstufe,Universitäre Hochschule,männlich,Schweiz,öffentlich,öffentlich,9338
2023-09-01,zh,2011,Tertiärstufe,Universitäre Hochschule,männlich,Ausland,öffentlich,öffentlich,2054
2023-09-01,zh,2011,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,öffentlich,öffentlich,874
2023-09-01,zh,2011,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,öffentlich,öffentlich,93
2023-09-01,zh,2011,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,öffentlich,2920
2023-09-01,zh,2011,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,öffentlich,281
2023-09-01,zh,2011,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,privat,3222
2023-09-01,zh,2011,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,privat,691
2023-09-01,zh,2011,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,öffentlich,öffentlich,1865
2023-09-01,zh,2011,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,öffentlich,öffentlich,222
2023-09-01,zh,2011,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,öffentlich,2383
2023-09-01,zh,2011,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,öffentlich,217
2023-09-01,zh,2011,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,privat,3528
2023-09-01,zh,2011,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,privat,690
2023-09-01,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,öffentlich,7855
2023-09-01,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,öffentlich,1043
2023-09-01,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,privat,privat,732
2023-09-01,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,privat,privat,110
2023-09-01,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,öffentlich,6382
2023-09-01,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,öffentlich,733
2023-09-01,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,privat,privat,1352
2023-09-01,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,privat,privat,208
2023-09-01,zh,2010,Primarstufe 1-2,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,9230
2023-09-01,zh,2010,Primarstufe 1-2,Volksschule,weiblich,Ausland,öffentlich,öffentlich,3061
2023-09-01,zh,2010,Primarstufe 1-2,Volksschule,weiblich,Schweiz,privat,privat,447
2023-09-01,zh,2010,Primarstufe 1-2,Volksschule,weiblich,Ausland,privat,privat,291
2023-09-01,zh,2010,Primarstufe 1-2,Volksschule,männlich,Schweiz,öffentlich,öffentlich,9501
2023-09-01,zh,2010,Primarstufe 1-2,Volksschule,männlich,Ausland,öffentlich,öffentlich,3231
2023-09-01,zh,2010,Primarstufe 1-2,Volksschule,männlich,Schweiz,privat,privat,508
2023-09-01,zh,2010,Primarstufe 1-2,Volksschule,männlich,Ausland,privat,privat,330
2023-09-01,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,57
2023-09-01,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,47
2023-09-01,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,27
2023-09-01,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,15
2023-09-01,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,123
2023-09-01,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,88
2023-09-01,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,38
2023-09-01,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,29
2023-09-01,zh,2010,Primarstufe 3-8,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,27597
2023-09-01,zh,2010,Primarstufe 3-8,Volksschule,weiblich,Ausland,öffentlich,öffentlich,8826
2023-09-01,zh,2010,Primarstufe 3-8,Volksschule,weiblich,Schweiz,privat,privat,1025
2023-09-01,zh,2010,Primarstufe 3-8,Volksschule,weiblich,Ausland,privat,privat,888
2023-09-01,zh,2010,Primarstufe 3-8,Volksschule,männlich,Schweiz,öffentlich,öffentlich,28850
2023-09-01,zh,2010,Primarstufe 3-8,Volksschule,männlich,Ausland,öffentlich,öffentlich,9258
2023-09-01,zh,2010,Primarstufe 3-8,Volksschule,männlich,Schweiz,privat,privat,1313
2023-09-01,zh,2010,Primarstufe 3-8,Volksschule,männlich,Ausland,privat,privat,965
2023-09-01,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,128
2023-09-01,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,59
2023-09-01,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,205
2023-09-01,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,80
2023-09-01,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,3
2023-09-01,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,239
2023-09-01,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,147
2023-09-01,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,423
2023-09-01,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,217
2023-09-01,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,privat,10
2023-09-01,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,privat,3
2023-09-01,zh,2010,Sekundarstufe I,Volksschule,weiblich,Schweiz,öffentlich,öffentlich,11291
2023-09-01,zh,2010,Sekundarstufe I,Volksschule,weiblich,Ausland,öffentlich,öffentlich,3240
2023-09-01,zh,2010,Sekundarstufe I,Volksschule,weiblich,Schweiz,privat,privat,1046
2023-09-01,zh,2010,Sekundarstufe I,Volksschule,weiblich,Ausland,privat,privat,435
2023-09-01,zh,2010,Sekundarstufe I,Volksschule,männlich,Schweiz,öffentlich,öffentlich,12089
2023-09-01,zh,2010,Sekundarstufe I,Volksschule,männlich,Ausland,öffentlich,öffentlich,3430
2023-09-01,zh,2010,Sekundarstufe I,Volksschule,männlich,Schweiz,privat,privat,1321
2023-09-01,zh,2010,Sekundarstufe I,Volksschule,männlich,Ausland,privat,privat,529
2023-09-01,zh,2010,Sekundarstufe I,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,3229
2023-09-01,zh,2010,Sekundarstufe I,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,399
2023-09-01,zh,2010,Sekundarstufe I,Mittelschule,weiblich,Schweiz,privat,privat,183
2023-09-01,zh,2010,Sekundarstufe I,Mittelschule,weiblich,Ausland,privat,privat,25
2023-09-01,zh,2010,Sekundarstufe I,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2759
2023-09-01,zh,2010,Sekundarstufe I,Mittelschule,männlich,Ausland,öffentlich,öffentlich,353
2023-09-01,zh,2010,Sekundarstufe I,Mittelschule,männlich,Schweiz,privat,privat,146
2023-09-01,zh,2010,Sekundarstufe I,Mittelschule,männlich,Ausland,privat,privat,22
2023-09-01,zh,2010,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,57
2023-09-01,zh,2010,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,43
2023-09-01,zh,2010,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,154
2023-09-01,zh,2010,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,45
2023-09-01,zh,2010,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,7
2023-09-01,zh,2010,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,privat,3
2023-09-01,zh,2010,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,133
2023-09-01,zh,2010,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,62
2023-09-01,zh,2010,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,306
2023-09-01,zh,2010,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,113
2023-09-01,zh,2010,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,privat,17
2023-09-01,zh,2010,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,privat,3
2023-09-01,zh,2010,Sekundarstufe II,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,4536
2023-09-01,zh,2010,Sekundarstufe II,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,416
2023-09-01,zh,2010,Sekundarstufe II,Mittelschule,weiblich,Schweiz,privat,privat,671
2023-09-01,zh,2010,Sekundarstufe II,Mittelschule,weiblich,Ausland,privat,privat,357
2023-09-01,zh,2010,Sekundarstufe II,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,3269
2023-09-01,zh,2010,Sekundarstufe II,Mittelschule,männlich,Ausland,öffentlich,öffentlich,287
2023-09-01,zh,2010,Sekundarstufe II,Mittelschule,männlich,Schweiz,privat,privat,522
2023-09-01,zh,2010,Sekundarstufe II,Mittelschule,männlich,Ausland,privat,privat,356
2023-09-01,zh,2010,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,18
2023-09-01,zh,2010,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,13
2023-09-01,zh,2010,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,30
2023-09-01,zh,2010,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,10
2023-09-01,zh,2010,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,46
2023-09-01,zh,2010,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,26
2023-09-01,zh,2010,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,49
2023-09-01,zh,2010,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,17
2023-09-01,zh,2010,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,öffentlich,öffentlich,705
2023-09-01,zh,2010,Sekundarstufe II,Brückenangebot,weiblich,Ausland,öffentlich,öffentlich,392
2023-09-01,zh,2010,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,öffentlich,15
2023-09-01,zh,2010,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,privat,231
2023-09-01,zh,2010,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,privat,32
2023-09-01,zh,2010,Sekundarstufe II,Brückenangebot,männlich,Schweiz,öffentlich,öffentlich,576
2023-09-01,zh,2010,Sekundarstufe II,Brückenangebot,männlich,Ausland,öffentlich,öffentlich,327
2023-09-01,zh,2010,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,öffentlich,1
2023-09-01,zh,2010,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,77
2023-09-01,zh,2010,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,10
2023-09-01,zh,2010,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,10671
2023-09-01,zh,2010,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,1937
